,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95
0,0.40882828674948235,0.1982247395234261,0.05652942539496239,0.04469727588940553,0.02864046340254801,0.037085564268499176,0.05606971100225735,0.04571987568444691,0.0341735898387945,0.028332317414251504,0.02419938535444864,0.02463225070646945,0.023421674225245645,0.02017743782066699,0.011676094787796909,0.012624816400447318,0.01204051796157059,0.012348237906273617,0.00982395076674737,0.012404730410682784
5,0.23786968742811118,0.27388111293229045,0.22094197127207682,0.05683182129941389,0.030261058560718698,0.033622674206173535,0.05560811428749877,0.05997718350098432,0.04666353383458646,0.03921190591355391,0.03040805888907155,0.030251008034211182,0.02767620937263793,0.02526614733645983,0.014270000750497197,0.014956843673326323,0.013942843219159,0.014854379251700684,0.01251289122051834,0.0148927626606198
10,0.06980155135725788,0.2273460863814125,0.2927792449139281,0.18693298728020957,0.034349698884253266,0.030733547292312226,0.037988391909133896,0.04903276212778394,0.0575444204647421,0.05059153636579009,0.03903448286359679,0.03243042403198654,0.03022659989921894,0.025784099677328847,0.01475117890602524,0.016055050656785676,0.014229149262044,0.015919666477702207,0.012521298538247697,0.015231324011085913
15,0.0577177866919715,0.06115598161567365,0.19548977895148675,0.3395557203427575,0.05379484266852092,0.038563339235649995,0.03966469480803376,0.044168454688076765,0.05361987143785388,0.059311679861275605,0.054203693048629764,0.04428363339496152,0.04155580750818845,0.02920183356381274,0.014986491050320835,0.01543227262864486,0.01507211315325351,0.015604332010582011,0.013497948614474044,0.014491213151927437
20,0.04121736254888427,0.036291341969557536,0.04003433215030925,0.05995317482586004,0.08275437986540701,0.07689611922679651,0.0662456112761762,0.06331326135105202,0.06609405458089669,0.07594015701913709,0.08485282298573439,0.07877075723755408,0.0738778659611993,0.04961241256814173,0.017338244399414615,0.01758304750221154,0.017323401095330915,0.016599348072562362,0.015676845125997665,0.018731103552532127
25,0.06070745629169542,0.04586571318342151,0.0407435935054773,0.04888584923307147,0.08746643168848606,0.09271424004159727,0.0816740388304469,0.07664976217392644,0.075805060490733,0.07796942453736609,0.0844692403236707,0.0895757707281145,0.08894416099773239,0.058049806096681096,0.020213586813764114,0.018817910970907813,0.019203680497540142,0.018128779289493576,0.01812757824410367,0.020526266061980346
30,0.07228117092247528,0.059738427124070216,0.03966041620090915,0.039597919227548864,0.05934085723077418,0.06431966138971451,0.07638163940862085,0.06948193521594688,0.06235766886351681,0.06007197395956725,0.05910797623614077,0.05907698168440356,0.059623015873015876,0.04362668099647266,0.013926609191089089,0.013831774823494068,0.014014782326185839,0.014250283446712019,0.01345591202582729,0.014440035273368604
35,0.06838103145847713,0.07475417074035734,0.059391796380132644,0.05115807546363103,0.06579988490864624,0.07003324883885974,0.08061310527583714,0.08310862902977727,0.07623041013026392,0.07081686063728976,0.06899588485822664,0.06596341484036797,0.06754692617787851,0.049431097933702074,0.016516606314183144,0.016402168561080236,0.01750063816949782,0.016134613567649274,0.015851997578692496,0.016774533887629124
40,0.063518302852542,0.07227775621118011,0.08662056249534245,0.07718011797872912,0.08536316717019139,0.08607347505919878,0.08990861193643658,0.09473401258920873,0.09728565240261151,0.09484992777514543,0.08789579794326631,0.08648919439935064,0.0833454585537919,0.061406005741943236,0.021221285664252562,0.021025539115050156,0.021724159936879244,0.020714049508692354,0.021657250470809783,0.020451467624086683
45,0.04951996348056131,0.05711299339582854,0.07161196344735075,0.0802804555698074,0.09222943541297011,0.08325022221519564,0.0814466560935785,0.08275691272148389,0.08919221278504907,0.09280708724894048,0.08897234095018904,0.08409288194444448,0.08262424414210129,0.06005475764590348,0.020693787759390594,0.019965668970006508,0.02124002134967048,0.020467214663643225,0.02086696260425074,0.02003417107583775
50,0.045715795376121464,0.04787065792500574,0.05972000987405917,0.07929799538595833,0.1113853522274972,0.09748176605746327,0.0866186026124896,0.08714741852005654,0.08933502738327292,0.09616537846481872,0.10400684055747346,0.09936934448653197,0.09540060468631896,0.06577712892817061,0.021349691045317518,0.02073970799325689,0.0220177179058758,0.02107662509448223,0.022753004214868616,0.023407974300831445
55,0.03769805325511847,0.038580995753776555,0.04019545513823681,0.05248430624588029,0.08376829772694576,0.08374680291180954,0.07013523626613849,0.06749744774363228,0.07121449456975773,0.07363356826976232,0.0805017474321272,0.08685746039261666,0.08208160115898212,0.05597721385481802,0.019283282987479215,0.01845097266035751,0.019726399331662484,0.01894900321239607,0.018524123397004755,0.018731103552532127
60,0.026731258626639064,0.02632248174028065,0.027938318568820324,0.03672861774713626,0.058588942038715446,0.0620128612533991,0.052785975267003966,0.051543802679340445,0.05117703595408276,0.053952398227118385,0.057635578205198455,0.06121142131884322,0.06370905769715292,0.04771862974987973,0.015721743780254423,0.012902041293208488,0.012148136545066366,0.012238992819349962,0.011085048426150127,0.012908635676492822
65,0.02316018949850471,0.024167619191396362,0.02396831800991132,0.025957185390055763,0.039570020900270154,0.04070424650603933,0.03884466705925392,0.03793549376307371,0.037920901791515825,0.039438945319697806,0.03996585048800238,0.04198291039111351,0.04799130763416476,0.044472815957190964,0.028325406206611867,0.02071701884399046,0.016329307063956192,0.015503944633408921,0.01498324141332616,0.015853332073570165
70,0.010736930641821947,0.010935163618587528,0.010985473023325134,0.010672198172198171,0.011078666738598766,0.011355042791795783,0.009934157989596454,0.01015483207979574,0.01049895185494601,0.010887403261470426,0.010392312211932464,0.011586404408670039,0.012667233560090696,0.022692512926887926,0.027384548513390113,0.025461137399228898,0.018069769330734238,0.016667257180650038,0.017795489193794284,0.015325806248425283
