run,susceptible_time,infection_time,diagnosis_time,hospitalization_time,recover_time,immunity_loss_time,death_time,icu_time,rehospitalization_time,vaccination_time,R_0,R_0_err,Last_infection_time,n_agents,infection_time_vaccinated_0,icu_time_vaccinated_0,death_time_vaccinated_0,hospitalization_time_vaccinated_0,diagnosis_time_vaccinated_0
8.0,10400.0,6837.0,2024.0,182.0,6386.0,0.0,38.0,68.0,0.0,0.0,1.75,0.13646967836946192,3017.0,10400,6837,68,38,182,2024
77.0,10400.0,6556.0,1870.0,199.0,5948.0,0.0,27.0,77.0,0.0,0.0,1.7884615384615385,0.16321148998647922,3021.0,10400,6556,77,27,199,1870
92.0,10400.0,7014.0,1985.0,209.0,6541.0,0.0,31.0,81.0,0.0,0.0,1.5384615384615385,0.1331268388170465,3016.0,10400,7014,81,31,209,1985
40.0,10400.0,7057.0,2060.0,172.0,6135.0,0.0,24.0,79.0,0.0,0.0,1.5673076923076923,0.13160440917665117,3022.0,10400,7057,79,24,172,2060
35.0,10400.0,7374.0,2126.0,211.0,6446.0,0.0,27.0,84.0,0.0,0.0,1.3942307692307692,0.12702303869080867,3017.0,10400,7374,84,27,211,2126
49.0,10400.0,6385.0,1858.0,203.0,5917.0,0.0,25.0,86.0,0.0,0.0,1.7788461538461537,0.15274237632936746,3022.0,10400,6385,86,25,203,1858
50.0,10400.0,6240.0,1778.0,180.0,5760.0,0.0,31.0,65.0,0.0,0.0,1.9903846153846154,0.14811183550100432,3023.0,10400,6240,65,31,180,1778
86.0,10400.0,6994.0,2029.0,200.0,6437.0,0.0,29.0,76.0,0.0,0.0,1.5865384615384615,0.1314952335189931,3023.0,10400,6994,76,29,200,2029
39.0,10400.0,6428.0,1891.0,197.0,5920.0,0.0,32.0,73.0,0.0,0.0,1.75,0.15261597409484076,3023.0,10400,6428,73,32,197,1891
5.0,10400.0,7.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.29738085706659034,191.0,10400,7,0,0,0,2
36.0,10400.0,6090.0,1817.0,153.0,5689.0,0.0,33.0,56.0,0.0,0.0,1.875,0.13574092036225346,3021.0,10400,6090,56,33,153,1817
4.0,10400.0,6389.0,1812.0,158.0,5936.0,0.0,28.0,57.0,0.0,0.0,1.7692307692307692,0.13883031133563964,3023.0,10400,6389,57,28,158,1812
74.0,10400.0,5996.0,1748.0,175.0,5570.0,0.0,33.0,60.0,0.0,0.0,1.7115384615384615,0.1404629846625813,3019.0,10400,5996,60,33,175,1748
13.0,10400.0,7140.0,2002.0,184.0,6547.0,0.0,35.0,79.0,0.0,0.0,1.25,0.11654568925893156,3011.0,10400,7140,79,35,184,2002
45.0,10400.0,6645.0,1897.0,197.0,6116.0,0.0,31.0,63.0,0.0,0.0,1.8173076923076923,0.15262479625241412,3020.0,10400,6645,63,31,197,1897
46.0,10400.0,7010.0,1989.0,216.0,6383.0,0.0,34.0,77.0,0.0,0.0,1.6634615384615385,0.14943919120377844,3021.0,10400,7010,77,34,216,1989
65.0,10400.0,6506.0,1826.0,192.0,5972.0,0.0,29.0,66.0,0.0,0.0,1.9230769230769231,0.15135207638301337,3020.0,10400,6506,66,29,192,1826
73.0,10400.0,6604.0,1907.0,187.0,6032.0,0.0,35.0,74.0,0.0,0.0,1.8076923076923077,0.14530036559792528,3019.0,10400,6604,74,35,187,1907
26.0,10400.0,6332.0,1784.0,184.0,5844.0,0.0,28.0,65.0,0.0,0.0,1.7211538461538463,0.1403191249534895,3020.0,10400,6332,65,28,184,1784
33.0,10400.0,6954.0,2033.0,214.0,6458.0,0.0,36.0,80.0,0.0,0.0,1.5192307692307692,0.14132941912690558,2999.0,10400,6954,80,36,214,2033
34.0,10400.0,6950.0,2011.0,196.0,6517.0,0.0,36.0,73.0,0.0,0.0,1.4903846153846154,0.1198978843488872,3018.0,10400,6950,73,36,196,2011
80.0,10400.0,6911.0,1980.0,200.0,6236.0,0.0,32.0,80.0,0.0,0.0,1.6346153846153846,0.13736130373832503,3019.0,10400,6911,80,32,200,1980
82.0,10400.0,7191.0,2085.0,226.0,6727.0,0.0,37.0,85.0,0.0,0.0,1.5961538461538463,0.15430057979895606,3017.0,10400,7191,85,37,226,2085
87.0,10400.0,6693.0,1918.0,199.0,6310.0,0.0,27.0,73.0,0.0,0.0,1.7211538461538463,0.15182283682194508,3019.0,10400,6693,73,27,199,1918
57.0,10400.0,7276.0,2097.0,211.0,6707.0,0.0,32.0,89.0,0.0,0.0,1.5096153846153846,0.13867181257695438,3001.0,10400,7276,89,32,211,2097
59.0,10400.0,7011.0,2062.0,210.0,6528.0,0.0,33.0,78.0,0.0,0.0,1.4903846153846154,0.14395667258750755,3016.0,10400,7011,78,33,210,2062
48.0,10400.0,6896.0,2006.0,204.0,6423.0,0.0,34.0,73.0,0.0,0.0,1.8461538461538463,0.1532381563314709,3023.0,10400,6896,73,34,204,2006
61.0,10400.0,6297.0,1856.0,175.0,5764.0,0.0,18.0,61.0,0.0,0.0,1.8461538461538463,0.13919191647999507,3019.0,10400,6297,61,18,175,1856
27.0,10400.0,6587.0,1948.0,191.0,6175.0,0.0,25.0,86.0,0.0,0.0,1.7596153846153846,0.13070098271794936,3011.0,10400,6587,86,25,191,1948
43.0,10400.0,6790.0,1914.0,176.0,6330.0,0.0,22.0,72.0,0.0,0.0,1.8461538461538463,0.13510792215505818,3018.0,10400,6790,72,22,176,1914
89.0,10400.0,6429.0,1887.0,196.0,6033.0,0.0,31.0,61.0,0.0,0.0,1.7980769230769231,0.14677247617763223,3021.0,10400,6429,61,31,196,1887
6.0,10400.0,6242.0,1845.0,167.0,5754.0,0.0,30.0,60.0,0.0,0.0,1.7884615384615385,0.13777889559281617,3021.0,10400,6242,60,30,167,1845
70.0,10400.0,6749.0,1971.0,185.0,6050.0,0.0,25.0,70.0,0.0,0.0,1.5673076923076923,0.13089313968787408,3022.0,10400,6749,70,25,185,1971
81.0,10400.0,6306.0,1798.0,152.0,5868.0,0.0,21.0,60.0,0.0,0.0,1.7788461538461537,0.1439317288277209,3021.0,10400,6306,60,21,152,1798
23.0,10400.0,6392.0,1886.0,188.0,5958.0,0.0,38.0,80.0,0.0,0.0,1.9038461538461537,0.14875587534554416,3022.0,10400,6392,80,38,188,1886
30.0,10400.0,6433.0,1848.0,186.0,6072.0,0.0,33.0,82.0,0.0,0.0,1.8076923076923077,0.14530036559792536,3020.0,10400,6433,82,33,186,1848
10.0,10400.0,6518.0,1833.0,189.0,5934.0,0.0,30.0,70.0,0.0,0.0,1.8461538461538463,0.15016124689458918,3023.0,10400,6518,70,30,189,1833
95.0,10400.0,6291.0,1763.0,167.0,6013.0,0.0,35.0,63.0,0.0,0.0,1.9615384615384615,0.13312683881704654,3022.0,10400,6291,63,35,167,1763
63.0,10400.0,6538.0,1819.0,147.0,6143.0,0.0,26.0,57.0,0.0,0.0,1.625,0.12537285690568378,3022.0,10400,6538,57,26,147,1819
72.0,10400.0,6199.0,1769.0,159.0,5712.0,0.0,19.0,70.0,0.0,0.0,1.8942307692307692,0.1458399157856473,3020.0,10400,6199,70,19,159,1769
0.0,10400.0,7080.0,2110.0,223.0,6363.0,0.0,33.0,89.0,0.0,0.0,1.4903846153846154,0.14199790171093565,3020.0,10400,7080,89,33,223,2110
24.0,10400.0,6794.0,1991.0,169.0,6301.0,0.0,27.0,54.0,0.0,0.0,1.6057692307692308,0.15841958285761235,3021.0,10400,6794,54,27,169,1991
83.0,10400.0,6334.0,1815.0,163.0,5915.0,0.0,32.0,64.0,0.0,0.0,2.0384615384615383,0.15025686056037083,3023.0,10400,6334,64,32,163,1815
69.0,10400.0,6722.0,1991.0,169.0,6173.0,0.0,22.0,64.0,0.0,0.0,1.8269230769230769,0.13897248271066814,3017.0,10400,6722,64,22,169,1991
51.0,10400.0,6848.0,2039.0,209.0,6325.0,0.0,37.0,84.0,0.0,0.0,1.6826923076923077,0.1441311580345432,3016.0,10400,6848,84,37,209,2039
53.0,10400.0,6617.0,1891.0,181.0,6144.0,0.0,24.0,75.0,0.0,0.0,1.6923076923076923,0.1332346775052983,3018.0,10400,6617,75,24,181,1891
54.0,10400.0,6758.0,1997.0,208.0,6137.0,0.0,37.0,76.0,0.0,0.0,1.7884615384615385,0.1501014574250104,3023.0,10400,6758,76,37,208,1997
90.0,10400.0,6452.0,1894.0,177.0,6014.0,0.0,28.0,54.0,0.0,0.0,1.9134615384615385,0.1407534516554638,3022.0,10400,6452,54,28,177,1894
9.0,10400.0,5742.0,1605.0,146.0,5164.0,0.0,26.0,65.0,0.0,0.0,1.9134615384615385,0.16573020408410002,3023.0,10400,5742,65,26,146,1605
56.0,10400.0,6885.0,2074.0,219.0,6381.0,0.0,40.0,82.0,0.0,0.0,1.6634615384615385,0.14174481965492122,3021.0,10400,6885,82,40,219,2074
3.0,10400.0,6954.0,2011.0,202.0,6299.0,0.0,29.0,66.0,0.0,0.0,1.75,0.14249326858044686,3019.0,10400,6954,66,29,202,2011
67.0,10400.0,6309.0,1866.0,187.0,5816.0,0.0,24.0,81.0,0.0,0.0,1.875,0.14760187808338215,3023.0,10400,6309,81,24,187,1866
91.0,10400.0,6915.0,2040.0,202.0,6359.0,0.0,30.0,78.0,0.0,0.0,1.6346153846153846,0.12894824464124766,3018.0,10400,6915,78,30,202,2040
60.0,10400.0,5775.0,1632.0,154.0,5198.0,0.0,28.0,59.0,0.0,0.0,1.9326923076923077,0.13885293924613057,3023.0,10400,5775,59,28,154,1632
20.0,10400.0,14.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.16336339282767592,533.0,10400,14,0,0,0,5
16.0,10400.0,6306.0,1791.0,164.0,5797.0,0.0,35.0,61.0,0.0,0.0,1.6826923076923077,0.1298189287864839,3023.0,10400,6306,61,35,164,1791
37.0,10400.0,6995.0,2058.0,204.0,6269.0,0.0,28.0,81.0,0.0,0.0,1.4038461538461537,0.13902414534543062,3006.0,10400,6995,81,28,204,2058
66.0,10400.0,6957.0,1989.0,219.0,6528.0,0.0,46.0,84.0,0.0,0.0,1.6634615384615385,0.1525306669315059,3005.0,10400,6957,84,46,219,1989
19.0,10400.0,6530.0,1812.0,171.0,5926.0,0.0,24.0,55.0,0.0,0.0,1.6826923076923077,0.15108792866283421,3021.0,10400,6530,55,24,171,1812
52.0,10400.0,6826.0,2030.0,206.0,6190.0,0.0,37.0,68.0,0.0,0.0,1.5769230769230769,0.13711275682063703,3021.0,10400,6826,68,37,206,2030
58.0,10400.0,7046.0,2080.0,229.0,6438.0,0.0,35.0,79.0,0.0,0.0,1.4423076923076923,0.1309377072253672,3019.0,10400,7046,79,35,229,2080
38.0,10400.0,7020.0,2047.0,210.0,6324.0,0.0,40.0,76.0,0.0,0.0,1.5769230769230769,0.1336651622376773,3019.0,10400,7020,76,40,210,2047
88.0,10400.0,6515.0,1857.0,156.0,6043.0,0.0,22.0,75.0,0.0,0.0,1.8269230769230769,0.13897248271066817,3023.0,10400,6515,75,22,156,1857
31.0,10400.0,7272.0,2137.0,214.0,6738.0,0.0,30.0,84.0,0.0,0.0,1.3653846153846154,0.13599527480732612,3016.0,10400,7272,84,30,214,2137
2.0,10400.0,7202.0,2122.0,195.0,6564.0,0.0,28.0,74.0,0.0,0.0,1.4230769230769231,0.11729805051035665,3022.0,10400,7202,74,28,195,2122
11.0,10400.0,7226.0,2089.0,217.0,6549.0,0.0,31.0,81.0,0.0,0.0,1.2980769230769231,0.13309649344328484,3016.0,10400,7226,81,31,217,2089
75.0,10400.0,6875.0,1979.0,203.0,6427.0,0.0,28.0,84.0,0.0,0.0,1.6634615384615385,0.13360806835806302,3020.0,10400,6875,84,28,203,1979
17.0,10400.0,7081.0,2036.0,214.0,6674.0,0.0,21.0,96.0,0.0,0.0,1.5576923076923077,0.138558488172624,2995.0,10400,7081,96,21,214,2036
32.0,10400.0,6273.0,1740.0,153.0,5749.0,0.0,23.0,55.0,0.0,0.0,1.8557692307692308,0.1402935344503899,3023.0,10400,6273,55,23,153,1740
41.0,10400.0,5911.0,1735.0,147.0,5523.0,0.0,29.0,61.0,0.0,0.0,2.125,0.17049301396772787,3023.0,10400,5911,61,29,147,1735
28.0,10400.0,6370.0,1845.0,177.0,5793.0,0.0,37.0,62.0,0.0,0.0,1.6730769230769231,0.14424632726643613,3023.0,10400,6370,62,37,177,1845
62.0,10400.0,6299.0,1907.0,178.0,5838.0,0.0,31.0,75.0,0.0,0.0,1.9038461538461537,0.1572965397369713,3022.0,10400,6299,75,31,178,1907
14.0,10400.0,6265.0,1820.0,162.0,5721.0,0.0,25.0,57.0,0.0,0.0,1.7211538461538463,0.14360706568495696,3017.0,10400,6265,57,25,162,1820
7.0,10400.0,7119.0,2045.0,196.0,6567.0,0.0,40.0,74.0,0.0,0.0,1.6442307692307692,0.13312346745044096,3023.0,10400,7119,74,40,196,2045
18.0,10400.0,7213.0,2109.0,199.0,6706.0,0.0,32.0,78.0,0.0,0.0,1.4807692307692308,0.1406673317204902,3016.0,10400,7213,78,32,199,2109
21.0,10400.0,6991.0,2008.0,174.0,6293.0,0.0,24.0,73.0,0.0,0.0,1.75,0.15383448424748375,3017.0,10400,6991,73,24,174,2008
44.0,10400.0,6776.0,1932.0,190.0,6242.0,0.0,30.0,76.0,0.0,0.0,1.7019230769230769,0.13518430404102652,3023.0,10400,6776,76,30,190,1932
1.0,10400.0,7051.0,2015.0,217.0,6522.0,0.0,27.0,87.0,0.0,0.0,1.7307692307692308,0.14280789309371986,3019.0,10400,7051,87,27,217,2015
29.0,10400.0,6138.0,1827.0,174.0,5564.0,0.0,21.0,63.0,0.0,0.0,1.7692307692307692,0.13334242898065782,3019.0,10400,6138,63,21,174,1827
78.0,10400.0,6316.0,1765.0,180.0,5897.0,0.0,27.0,75.0,0.0,0.0,1.8653846153846154,0.13322120244306357,3021.0,10400,6316,75,27,180,1765
12.0,10400.0,6267.0,1813.0,170.0,5731.0,0.0,28.0,67.0,0.0,0.0,1.7788461538461537,0.14328166688711602,3021.0,10400,6267,67,28,170,1813
22.0,10400.0,6217.0,1762.0,166.0,5497.0,0.0,27.0,71.0,0.0,0.0,1.8461538461538463,0.15016124689458918,3023.0,10400,6217,71,27,166,1762
93.0,10400.0,7115.0,2062.0,208.0,6434.0,0.0,32.0,85.0,0.0,0.0,1.5192307692307692,0.13246441123837424,3019.0,10400,7115,85,32,208,2062
55.0,10400.0,7047.0,2030.0,209.0,6394.0,0.0,35.0,86.0,0.0,0.0,1.7692307692307692,0.15889765027182165,3019.0,10400,7047,86,35,209,2030
85.0,10400.0,6740.0,1962.0,207.0,6304.0,0.0,38.0,80.0,0.0,0.0,1.6923076923076923,0.13323467750529835,3017.0,10400,6740,80,38,207,1962
68.0,10400.0,7028.0,1952.0,193.0,6190.0,0.0,34.0,71.0,0.0,0.0,1.3557692307692308,0.12442419225132752,3019.0,10400,7028,71,34,193,1952
64.0,10400.0,6.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.210818510677892,114.0,10400,6,0,0,0,3
76.0,10400.0,6451.0,1865.0,168.0,5900.0,0.0,24.0,64.0,0.0,0.0,1.6538461538461537,0.15201486625029842,3019.0,10400,6451,64,24,168,1865
42.0,10400.0,22.0,7.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.2042446080014796,718.0,10400,22,0,0,0,7
15.0,10400.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10400,4,0,0,0,1
25.0,10400.0,6247.0,1809.0,171.0,5799.0,0.0,19.0,61.0,0.0,0.0,1.7692307692307692,0.1565299884123221,3023.0,10400,6247,61,19,171,1809
47.0,10400.0,6334.0,1847.0,167.0,5896.0,0.0,34.0,69.0,0.0,0.0,1.8461538461538463,0.13716511991470567,3023.0,10400,6334,69,34,167,1847
94.0,10400.0,6648.0,1929.0,192.0,6080.0,0.0,31.0,81.0,0.0,0.0,1.6538461538461537,0.13716511991470573,3023.0,10400,6648,81,31,192,1929
79.0,10400.0,7026.0,2106.0,210.0,6408.0,0.0,26.0,73.0,0.0,0.0,1.5288461538461537,0.13998608351911254,3021.0,10400,7026,73,26,210,2106
84.0,10400.0,7070.0,2016.0,185.0,6321.0,0.0,25.0,76.0,0.0,0.0,1.4615384615384615,0.12442779932469505,3016.0,10400,7070,76,25,185,2016
71.0,10400.0,5978.0,1277.0,73.0,2448.0,0.0,4.0,20.0,0.0,0.0,1.1346153846153846,0.11272450199912513,3023.0,10400,5978,20,4,73,1277
