run,susceptible_time,infection_time,diagnosis_time,hospitalization_time,recover_time,immunity_loss_time,death_time,icu_time,rehospitalization_time,vaccination_time,R_0,R_0_err,Last_infection_time,n_agents,infection_time_vaccinated_0,icu_time_vaccinated_0,death_time_vaccinated_0,hospitalization_time_vaccinated_0,diagnosis_time_vaccinated_0
12.0,10400.0,33.0,8.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.8787878787878788,0.24524869782179756,422.0,10400,33,0,0,1,8
13.0,10400.0,162.0,47.0,1.0,162.0,0.0,0.0,0.0,0.0,0.0,1.4134615384615385,0.15556071753981013,566.0,10400,162,0,0,1,47
65.0,10400.0,61.0,21.0,1.0,61.0,0.0,0.0,1.0,0.0,0.0,0.9344262295081968,0.1762835093270629,534.0,10400,61,1,0,1,21
75.0,10400.0,60.0,16.0,1.0,59.0,0.0,1.0,0.0,0.0,0.0,0.9333333333333333,0.15379689201172766,485.0,10400,60,0,1,1,16
26.0,10400.0,8778.0,2630.0,276.0,8699.0,0.0,72.0,97.0,0.0,0.0,1.3557692307692308,0.14647862483567622,2349.0,10400,8778,97,72,276,2630
35.0,10400.0,57.0,15.0,2.0,57.0,0.0,0.0,0.0,0.0,0.0,0.9298245614035088,0.14989480254943047,511.0,10400,57,0,0,2,15
80.0,10400.0,36.0,8.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.19427430197833964,537.0,10400,36,0,0,0,8
10.0,10400.0,60.0,21.0,2.0,60.0,0.0,0.0,1.0,0.0,0.0,0.9333333333333333,0.17118177913139965,502.0,10400,60,1,0,2,21
24.0,10400.0,34.0,12.0,2.0,33.0,0.0,1.0,1.0,0.0,0.0,0.8823529411764706,0.18769977299234478,437.0,10400,34,1,1,2,12
72.0,10400.0,8760.0,2478.0,293.0,8669.0,0.0,57.0,137.0,0.0,0.0,1.1923076923076923,0.1353203561261169,2503.0,10400,8760,137,57,293,2478
