,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95
0,0.6025955400276052,0.3229198117954912,0.09622477340897233,0.05369724582687548,0.054783159697245794,0.13090945301685675,0.2784342739812807,0.19412144702842368,0.08931124106562705,0.04889419058806497,0.027846845489250552,0.02548985483555796,0.023581034265558073,0.02053662242464325,0.01177518387181508,0.012834756229866635,0.012226457347071373,0.012566728080120939,0.010373228858398347,0.01279840639959688
5,0.38750377415458964,0.4104231366459625,0.33963153923541256,0.08510549164484353,0.036278003564634974,0.06637306593730892,0.24398627729150493,0.2864302152547062,0.1655373967325722,0.09918269926820915,0.042472171230082616,0.03427562924633237,0.029447278911564637,0.025888692229838053,0.014506876430635295,0.01523067823343849,0.014287744825025527,0.015135463907785335,0.012354553403282217,0.01515652557319224
10,0.11881667673107883,0.3494759316770187,0.4489026170914374,0.2861103873835357,0.05574974723860676,0.03808344663673349,0.08713763751706412,0.18078446555463268,0.249924193199047,0.18789084093421773,0.09753426367350419,0.04689449367183741,0.03501070798689846,0.026347302388969058,0.016147025529413234,0.020990853404102606,0.014577531792444073,0.01592320956160243,0.01296268271903865,0.015554138321995467
15,0.06933948700253051,0.09158090948738591,0.29920698962292275,0.48948646518090944,0.15336609740405055,0.05974745199097789,0.05167262239353304,0.08990479266642055,0.16666579643553328,0.2369062631617046,0.17616138403321946,0.09883796578132513,0.0636627614008566,0.03259279300945967,0.015797379826635153,0.01581981372990836,0.0184770375011603,0.015883054610733187,0.013409671778315854,0.015132905013857391
20,0.07884011243386242,0.0435073158691818,0.06497593780274238,0.17092315905973313,0.22818883973528978,0.1948127902850679,0.08505076309144609,0.07645870343453921,0.10147900615736873,0.18570836294716905,0.2585505065726584,0.22349929259108936,0.14771652179390277,0.06975180249919834,0.02435519781855479,0.02840081660073773,0.02057980599647266,0.02237870842781557,0.01595428661106627,0.019683799445704215
25,0.2142930828732458,0.09054151929491605,0.05048738612228929,0.0757404568168457,0.2215921919707796,0.27557407056079036,0.15969308488806802,0.10414167281899833,0.09446271929824561,0.11606351098344254,0.16968890228383895,0.22298729012596188,0.21017148526077092,0.09003586835618087,0.03536815796715324,0.024816974195917416,0.02222338253040008,0.024157336545729418,0.018933279526499865,0.055374464600655066
30,0.35893809667586823,0.2621084464381566,0.09097292085848423,0.05158563144674255,0.0761859554580476,0.12576095529697787,0.24233478992121485,0.17979096010981918,0.10707517249914904,0.07689314670036064,0.06574808513099654,0.06377037675865806,0.06605394935752078,0.04752024836660252,0.016435693334333996,0.016711471216597402,0.014409287106655526,0.02041938303099017,0.013816025468567845,0.014766786344167294
35,0.29033816425120773,0.35699997843340237,0.21897836672814666,0.10413215042844674,0.07946161323710413,0.09515201978681398,0.20859389638373615,0.25630517872523656,0.1617327462173954,0.10722234150017108,0.08697032866336667,0.07543405126412937,0.07328089569160993,0.05522659005731923,0.020884734574155368,0.019147816417138183,0.026415866054023934,0.01656096466364323,0.016532990314769975,0.017372921390778538
40,0.16600241545893715,0.2564030329825166,0.37620631194574855,0.23989773729357058,0.13106427532409395,0.10725846613545816,0.15438325883098228,0.20099054944167616,0.24268947832544308,0.2124850285608992,0.14532550489828974,0.10837330710377584,0.09439814814814818,0.06612817159692158,0.023625808348030564,0.02412117361841337,0.026677225471085118,0.021192956349206347,0.021683873643619397,0.021014424288233805
45,0.08545854181044395,0.144461757629783,0.2659581621674491,0.3206610026633175,0.22554308732556458,0.12392438622933312,0.10425310277755469,0.12530052698566504,0.19981048299761742,0.21665009114480502,0.1857879579398567,0.14221819666155605,0.11237229150919621,0.06732644525613277,0.022117191702002575,0.020560281157678637,0.023311171447136358,0.026185752078609223,0.03453866245179803,0.020628621819098008
50,0.05260632332643204,0.06686289275170616,0.1492205548103436,0.25771758034489506,0.3393963598363145,0.19582955655332812,0.0963492175022529,0.10985060408207205,0.14770510380890495,0.20080812866882522,0.26634678612526713,0.24011482947029836,0.1628100592088687,0.09743547829485327,0.026179257820806285,0.02143655175003756,0.022342314118629917,0.027311862244897966,0.03542423325262307,0.025277935248173355
55,0.039010560443984335,0.043713845995322465,0.05812275272002384,0.11714129277786688,0.23767900601831873,0.20847682901550765,0.07570715891752987,0.07718833152608594,0.08923369380240724,0.12452936623101428,0.19452340615315297,0.2557426478324915,0.21050563744016126,0.10288634735249319,0.02794116727331857,0.023830387395056177,0.024991587765710564,0.0252432917611489,0.019034167339252086,0.018979119425547995
60,0.026913136933517365,0.028006922877846785,0.03236024945972128,0.05626759214722179,0.1171467884317205,0.1465339040662746,0.058479466125966974,0.05591928813676628,0.05796377517868744,0.07337742915712442,0.09836050757727972,0.1569821870114839,0.19660273368606707,0.15275194279100526,0.06670630230027393,0.03390541284863052,0.01835926622110832,0.023582766439909295,0.011646937494395127,0.013097600151171583
65,0.023572470956981836,0.02476309691549727,0.024491858558759964,0.02897137156396416,0.05563285758244218,0.06313272044098735,0.0423114521712751,0.042383197020733364,0.04083704631950246,0.04421438195925134,0.05920130326775894,0.07716476051436989,0.15362481103552536,0.22075197661135149,0.20519316703566107,0.10313235441390016,0.030865067761997583,0.03614536092214662,0.015486279257465695,0.016282438901486528
70,0.010828049516908215,0.011116682482171616,0.012024985561517251,0.011249649270482607,0.015562309180133954,0.019868168419795242,0.011723943137307393,0.012840469076842623,0.011688557814288807,0.011636283693964041,0.01274318303590456,0.01678851385882636,0.05374622071050641,0.16438770768197858,0.225082711046068,0.1941539190159064,0.06797085305857235,0.05300689720332578,0.05401981885032733,0.015522644242882334
75,0.008844821141016793,0.008746603260869566,0.011714965720247406,0.008442560525893853,0.013599786801259605,0.010447517689383555,0.008933450886444125,0.00882246773871047,0.008943171973142731,0.008106479013661847,0.00781977779604362,0.010730444324194328,0.020472411186696897,0.06191847793410294,0.14550069108284244,0.11257625640512076,0.1168761022927689,0.1027234504913076,0.08372847726661291,0.06270864827412446
80,0.007575087704163792,0.007376824773790355,0.007314430564870706,0.008865245265708225,0.008859886267363608,0.00841124039995222,0.006925205439117742,0.010942618932262829,0.008892408490361709,0.008263288386111766,0.007327456298975286,0.010117333115379993,0.009966458805744522,0.016660121803350973,0.045795964826697656,0.10507788376479227,0.20827589807852964,0.14032324735449742,0.19392599318446777,0.05921280549256743
85,0.0038246563722107193,0.003838704614293385,0.003924734751099188,0.003743480884684588,0.004732657371441361,0.00449140387304398,0.004820764965157886,0.003369963739694844,0.0034701916829109804,0.004559708073389664,0.00440006986684202,0.005019972793410295,0.006288737717309146,0.009583997214205548,0.017543653920722477,0.045366823560829876,0.06893071799870042,0.08313137755102039,0.09659307461214238,0.1602143172083648
90,0.0013304793535771798,0.0013205048021624113,0.001346475845815634,0.0013319370958259846,0.001421907719113157,0.001483484053205169,0.0013746129892841543,0.0014178000415282395,0.0014963140876883562,0.0025345535878807026,0.002405097539591211,0.0015951930014430008,0.0013088939279415474,0.0017304743867243859,0.007534679224986548,0.01558353362375445,0.04014608279959158,0.040707081443688585,0.11120639404537706,0.20869945200302342
95,0.0005842750747642054,0.0005766069511540522,0.0005750649731723673,0.0005350016924091,0.0006244105564347256,0.0015443077777075119,0.0005229384708727034,0.0005302781238464381,0.0005161437544478478,0.0005388072863197239,0.0006108591947199541,0.0005661385055916306,0.000523904006046863,0.0006475970017636683,0.0007706277283700451,0.004154200674311082,0.004363048825768126,0.024032147581254725,0.0742828557976863,0.00038580246913580245
