,school,home,work,hospital,public
0,0.005446749333642369,0.44234557886197706,0.22273728126086453,0.0025495422412794067,0.32692084830223667
0,0.005169172932330827,0.4399671052631579,0.2225093984962406,0.003406954887218045,0.32894736842105265
0,0.0012781780153381362,0.4432953753195445,0.22461073669532883,0.0029049500348594004,0.32791075993492913
0,0.0024720423778693346,0.44049440847557386,0.22154208357857563,0.003884638022366098,0.33160682754561505
0,0.0615455276151108,0.4122172465265817,0.2138018142151797,0.002411298656562177,0.3100241129865656
0,0.0039677908740809896,0.44182518380207725,0.22172949002217296,0.0025673940949935813,0.3299101412066752
0,0.0037910200213244873,0.43430873119298663,0.22971211941713068,0.0017770406349958536,0.3304110887335624
0,0.00350385423966363,0.44171922448026163,0.22996963326325626,0.002569493109086662,0.32223779490773186
0,0.003951650395165039,0.4424686192468619,0.22396559739655975,0.0023245002324500234,0.3272896327289633
0,0.005755726948313573,0.44549326579947046,0.22274663289973523,0.0024174053182917004,0.32358696903418904
0,0.0030043910330483014,0.43944996533394964,0.22775595100531545,0.0026577305292350356,0.3271319620984516
0,0.002803083391730904,0.4371642139686989,0.22342910534921748,0.0029198785330530248,0.3336837187572997
0,0.0033592030580331285,0.4380864126028032,0.22923665006370902,0.00324336846982509,0.32607436580562954
0,0.0014976958525345623,0.44297235023041476,0.22811059907834103,0.002880184331797235,0.32453917050691244
0,0.0028139289482940555,0.4448352679094853,0.22218313987571814,0.002579434869269551,0.32758822839723295
0,0.0024671052631578946,0.4392622180451128,0.23096804511278196,0.0035244360902255637,0.32377819548872183
0,0.003817677001388246,0.4492133271633503,0.22813512262841276,0.0028921795465062473,0.3159416936603424
0,0.002923292797006548,0.44270346117867165,0.22684752104770814,0.002806361085126286,0.32471936389148737
0,0.003731778425655977,0.44104956268221573,0.22553935860058308,0.0036151603498542273,0.326064139941691
0,0.004032722663901371,0.4417559626685102,0.22329761493259592,0.003341398778661136,0.3275723009563314
0,0.0024650780608052587,0.4405446648667684,0.23159995304613218,0.0031693860781781898,0.32222091794811597
0,0.005145597006198106,0.4381943632323705,0.23049935680037423,0.0019880715705765406,0.32417261139048065
0,0.0022121317964838745,0.4404470834788683,0.23227383863080683,0.0038421236465246244,0.3212248224473163
0,0.006339326878745966,0.44110189027201474,0.22418165053019826,0.003227293683725219,0.3251498386353158
0,0.003355316441050561,0.43607543676964017,0.2290871225269004,0.0023140113386555593,0.3291681129237533
0,0.0031358885017421603,0.43635307781649246,0.23472706155632986,0.0016260162601626016,0.32415795586527296
0,0.006880466472303206,0.4406997084548105,0.22332361516034985,0.003381924198250729,0.32571428571428573
0,0.0018689405443289334,0.44363976171008057,0.2266090409998832,0.002686602032472842,0.3251956547132344
0,0.004208557400046761,0.4441197100771569,0.22246902034136076,0.0024549918166939444,0.32674772036474165
0,0.001962821845052534,0.4402493938344302,0.22583997228957395,0.0025401223877150447,0.32940768964322825
0,0.0018637157833430401,0.44449621432731506,0.23075131042516017,0.0031450203843913804,0.3197437390797903
0,0.005389572349150556,0.444522554188635,0.22706502636203865,0.0032806092560046865,0.31974223784417105
0,0.002226388563393485,0.44762127958753223,0.22545113662995078,0.0029294586360440592,0.32177173658307945
0,0.0028982146997449574,0.4398330628332947,0.22524924646417807,0.002318571759795966,0.3297009042429863
0,0.007689619014330653,0.4457648840731679,0.22882442036583944,0.002330187580100198,0.3153908889665618
0,0.006093988046408063,0.4420485175202156,0.2251259814836517,0.0023438415563107936,0.3243876713934138
0,0.002685660906118636,0.44628678187762727,0.2289817842129846,0.002568893040635217,0.3194768799626343
0,0.00292363466261256,0.4436907963980821,0.22301485206408608,0.003040580049117062,0.32733013682610224
0,0.004319906596614128,0.4374781085814361,0.22638645650904846,0.0028021015761821367,0.3290134267367192
0,0.0017425650557620818,0.43691914498141265,0.22908921933085502,0.004065985130111524,0.32818308550185876
0,0.004203643157403083,0.4384633348902382,0.22851471275105092,0.0039701074264362445,0.32484820177487156
0,0.0017562346329469617,0.4411661397962768,0.22304179838426413,0.0033953869570307925,0.3306404402294813
0,0.003707565751361372,0.4384196500984822,0.2277835708492643,0.0020855057351407717,0.32800370756575137
0,0.006190142490072412,0.4377481896753095,0.2313711749591217,0.002569493109086662,0.32212099976640973
0,0.004805438349742147,0.44479606188466947,0.2205813408345054,0.0025785278949835913,0.3272386310360994
