run,susceptible_time,infection_time,diagnosis_time,hospitalization_time,recover_time,immunity_loss_time,death_time,icu_time,rehospitalization_time,vaccination_time,R_0,R_0_err,Last_infection_time,n_agents,infection_time_vaccinated_0,icu_time_vaccinated_0,death_time_vaccinated_0,hospitalization_time_vaccinated_0,diagnosis_time_vaccinated_0
82.0,10400.0,9413.0,2765.0,325.0,9325.0,0.0,88.0,107.0,0.0,0.0,2.2211538461538463,0.1893134143467161,1580.0,10400,9413,107,88,325,2765
53.0,10400.0,9413.0,2740.0,344.0,9321.0,0.0,92.0,126.0,0.0,0.0,2.1346153846153846,0.2112667139044279,1595.0,10400,9413,126,92,344,2740
28.0,10400.0,9401.0,2809.0,325.0,9311.0,0.0,90.0,129.0,0.0,0.0,2.1923076923076925,0.1833617505581797,1673.0,10400,9401,129,90,325,2809
50.0,10400.0,9334.0,2677.0,317.0,9249.0,0.0,85.0,119.0,0.0,0.0,1.9615384615384615,0.18071877324812885,1526.0,10400,9334,119,85,317,2677
1.0,10400.0,9384.0,2795.0,342.0,9294.0,0.0,90.0,139.0,0.0,0.0,1.9615384615384615,0.18530956122333136,1521.0,10400,9384,139,90,342,2795
90.0,10400.0,9355.0,2759.0,340.0,9260.0,0.0,95.0,130.0,0.0,0.0,2.4423076923076925,0.21204704969408614,1687.0,10400,9355,130,95,340,2759
42.0,10400.0,9438.0,2846.0,325.0,9357.0,0.0,81.0,130.0,0.0,0.0,2.980769230769231,0.20856419486910566,1824.0,10400,9438,130,81,325,2846
75.0,10400.0,9384.0,2822.0,351.0,9272.0,0.0,112.0,135.0,0.0,0.0,2.173076923076923,0.19680149054039775,1413.0,10400,9384,135,112,351,2822
18.0,10400.0,9422.0,2728.0,307.0,9332.0,0.0,90.0,111.0,0.0,0.0,2.1538461538461537,0.18422132452430806,1693.0,10400,9422,111,90,307,2728
84.0,10400.0,9340.0,2783.0,353.0,9247.0,0.0,93.0,150.0,0.0,0.0,1.7788461538461537,0.20944676707749416,1632.0,10400,9340,150,93,353,2783
45.0,10400.0,9378.0,2752.0,312.0,9295.0,0.0,83.0,102.0,0.0,0.0,2.298076923076923,0.19605891404564213,1531.0,10400,9378,102,83,312,2752
67.0,10400.0,9401.0,2793.0,330.0,9317.0,0.0,84.0,137.0,0.0,0.0,2.5,0.20857280237596512,1587.0,10400,9401,137,84,330,2793
76.0,10400.0,9387.0,2786.0,331.0,9316.0,0.0,71.0,117.0,0.0,0.0,2.0961538461538463,0.1773799180266033,1540.0,10400,9387,117,71,331,2786
41.0,10400.0,9400.0,2753.0,344.0,9309.0,0.0,91.0,147.0,0.0,0.0,2.394230769230769,0.2069634786247571,1734.0,10400,9400,147,91,344,2753
46.0,10400.0,9422.0,2841.0,346.0,9332.0,0.0,90.0,127.0,0.0,0.0,2.230769230769231,0.22420333162476588,1430.0,10400,9422,127,90,346,2841
7.0,10400.0,9379.0,2692.0,339.0,9292.0,0.0,87.0,142.0,0.0,0.0,1.8269230769230769,0.19727527259215333,1553.0,10400,9379,142,87,339,2692
64.0,10400.0,9327.0,2786.0,369.0,9246.0,0.0,81.0,141.0,0.0,0.0,2.3461538461538463,0.19069525656268918,1677.0,10400,9327,141,81,369,2786
59.0,10400.0,9395.0,2812.0,366.0,9295.0,0.0,100.0,154.0,0.0,0.0,2.423076923076923,0.1983371442655841,1758.0,10400,9395,154,100,366,2812
92.0,10400.0,9448.0,2744.0,343.0,9359.0,0.0,89.0,149.0,0.0,0.0,2.0096153846153846,0.19056105613216717,1860.0,10400,9448,149,89,343,2744
27.0,10400.0,17.0,3.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.7647058823529411,0.23529411764705888,300.0,10400,17,0,0,1,3
66.0,10400.0,9432.0,2823.0,326.0,9350.0,0.0,82.0,119.0,0.0,0.0,1.8269230769230769,0.1991591302598323,1692.0,10400,9432,119,82,326,2823
95.0,10400.0,9339.0,2802.0,344.0,9257.0,0.0,82.0,138.0,0.0,0.0,2.3653846153846154,0.23150709768494926,1571.0,10400,9339,138,82,344,2802
69.0,10400.0,9347.0,2684.0,351.0,9266.0,0.0,81.0,122.0,0.0,0.0,1.8557692307692308,0.18148949590264582,1592.0,10400,9347,122,81,351,2684
60.0,10400.0,9363.0,2745.0,296.0,9297.0,0.0,66.0,111.0,0.0,0.0,1.9423076923076923,0.21726580322867078,1758.0,10400,9363,111,66,296,2745
57.0,10400.0,9343.0,2673.0,294.0,9259.0,0.0,84.0,111.0,0.0,0.0,2.2115384615384617,0.19643626522696248,1505.0,10400,9343,111,84,294,2673
33.0,10400.0,9373.0,2824.0,353.0,9301.0,0.0,72.0,135.0,0.0,0.0,2.1826923076923075,0.2057629489594132,1571.0,10400,9373,135,72,353,2824
14.0,10400.0,9420.0,2732.0,318.0,9343.0,0.0,77.0,140.0,0.0,0.0,2.048076923076923,0.18043792037455442,1636.0,10400,9420,140,77,318,2732
4.0,10400.0,9300.0,2811.0,304.0,9210.0,0.0,90.0,107.0,0.0,0.0,2.1634615384615383,0.17926004289972203,1829.0,10400,9300,107,90,304,2811
56.0,10400.0,9380.0,2794.0,326.0,9306.0,0.0,74.0,141.0,0.0,0.0,1.9134615384615385,0.20817433276841973,1704.0,10400,9380,141,74,326,2794
19.0,10400.0,9410.0,2753.0,297.0,9329.0,0.0,81.0,125.0,0.0,0.0,1.9519230769230769,0.18043792037455447,1675.0,10400,9410,125,81,297,2753
25.0,10400.0,9386.0,2779.0,320.0,9295.0,0.0,91.0,126.0,0.0,0.0,2.0673076923076925,0.2117992655303284,1620.0,10400,9386,126,91,320,2779
20.0,10400.0,12.0,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2247332874877474,305.0,10400,12,0,0,1,4
94.0,10400.0,9399.0,2702.0,309.0,9320.0,0.0,79.0,124.0,0.0,0.0,2.1826923076923075,0.2021008144104946,1513.0,10400,9399,124,79,309,2702
71.0,10400.0,9400.0,2815.0,322.0,9325.0,0.0,75.0,129.0,0.0,0.0,1.9423076923076923,0.19698384926238147,1711.0,10400,9400,129,75,322,2815
