,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126
0-4,,,,,,,7.267080745341617,10.766045548654242,14.56780538302277,16.653726708074533,18.874223602484474,22.20496894409938,25.77122153209109,30.414078674948218,36.873706004140764,45.55383022774327,58.06935817805384,72.06521739130433,90.4684265010352,108.46790890269149,129.02432712215324,149.0087991718427,165.66252587991718,178.88457556935816,192.7458592132505,202.67080745341613,216.53209109730855,230.59523809523816,243.24534161490683,254.8524844720497,265.315734989648,280.21997929606613,299.6661490683229,319.4824016563146,335.0595238095238,340.13975155279496,338.8276397515528,334.4539337474121,325.1009316770186,313.1573498964804,304.30900621118013,287.35248447204975,269.92494824016575,253.5403726708073,234.86801242236015,215.85921325051763,192.17391304347828,165.52795031055905,143.15476190476193,125.45807453416154,111.3276397515528,101.13354037267074,89.42546583850931,77.3809523809524,63.654244306418214,52.48447204968945,44.0734989648033,38.18581780538302,33.98033126293995,29.10196687370599,25.670289855072458,20.724637681159425,16.922877846790893,14.601449275362326,12.885610766045552,12.448240165631473,12.010869565217398,11.001552795031058,10.463250517598343,10.429606625258804,9.790372670807455,9.386645962732919,8.81469979296066,8.310041407867493,8.141821946169772,7.704451345755694,7.166149068322981,6.627846790890267,6.459627329192549,5.887681159420293,5.65217391304348,5.080227743271224,5.012939958592134,4.508281573498965,4.642857142857143,4.642857142857145,4.844720496894411,4.609213250517599,4.642857142857145,4.104554865424432,4.138198757763976,3.7681159420289867,3.4653209109730856,3.1288819875776395,2.7924430641821947,2.6578674948240164,2.657867494824017,2.3214285714285716,2.1532091097308492,1.9513457556935823,1.7494824016563146,1.9513457556935816,1.816770186335404,1.682194616977226,1.5812629399585922,1.648550724637681,1.6821946169772257,1.648550724637681,1.4130434782608694,1.4130434782608698,1.4130434782608694,1.513975155279503,1.6485507246376807,1.6149068322981368,1.6485507246376816,1.6149068322981368,1.4803312629399585,1.3793995859213253,1.345755693581781,1.0766045548654246,1.0093167701863355,0.9420289855072466,1.0093167701863355,1.04296066252588,0.975672877846791,0.841097308488613,0.6728778467908904
5-14,,,,,,,2.7774234693877546,4.380314625850341,6.287202380952386,8.27699829931973,10.764243197278915,14.122023809523817,17.383078231292526,21.265943877551027,28.782950680272112,37.046130952380956,48.473639455782326,63.383290816326536,82.68707482993197,100.58142006802728,122.31717687074837,140.75042517006807,160.6207482993197,179.35799319727892,196.39562074829928,209.6747448979592,226.546556122449,243.03146258503395,260.35926870748307,272.09077380952374,279.2761479591837,291.1734693877551,308.83290816326524,330.25085034013614,345.1605017006804,349.5546343537416,349.1815476190477,344.6906887755101,336.82823129251693,322.72002551020415,308.99872448979596,291.0491071428572,270.76424319727903,251.80590986394554,234.82355442176876,214.4281462585033,193.97746598639455,168.56611394557825,146.55399659863943,129.24000850340138,115.20089285714285,103.70429421768706,91.75170068027211,77.98894557823128,63.89455782312924,51.693239795918366,43.803146258503396,38.11011904761906,33.536352040816325,28.492772108843536,24.112457482993204,19.234693877551035,15.103103741496604,12.698767006802727,11.538052721088441,10.639880952380954,10.045705782312924,9.907525510204083,9.492984693877554,9.188988095238097,9.119897959183676,8.843537414965986,8.59481292517007,8.829719387755107,8.401360544217686,7.959183673469387,7.765731292517003,7.3235544217687085,7.061011904761908,6.78465136054422,6.328656462585037,5.983205782312926,5.77593537414966,5.319940476190477,5.029761904761904,4.684311224489796,4.5599489795918355,4.242134353741496,3.8275935374149643,3.578869047619047,3.5650510204081622,3.3715986394557818,3.012329931972788,2.7912414965986403,2.5701530612244903,2.5563350340136055,2.4043367346938775,2.376700680272108,2.293792517006802,2.224702380952381,2.03125,2.0312499999999996,1.8930697278911566,1.8654336734693873,1.6857993197278907,1.5752551020408163,1.5752551020408159,1.6167091836734693,1.6167091836734693,1.4647108843537413,1.340348639455782,1.3127125850340133,1.2159863945578226,1.1330782312925165,1.0087159863945574,0.8290816326530609,0.8705357142857139,0.8567176870748296,0.746173469387755,0.7738095238095236,0.6909013605442174,0.7047193877551018,0.718537414965986,0.7185374149659861,0.7185374149659861,0.7185374149659861,0.5941751700680269
15-34,,,,,,,1.2966216463526232,2.0579407781559964,3.051224332930712,4.098038139160351,5.727736905676952,7.95816404963215,10.25996486219392,13.382562863731195,17.885051791662097,23.28565938289229,30.64309505508584,40.39749643131657,52.65592401449435,66.77601478716007,84.3279894586582,104.28287763991072,125.64144797042569,150.55085831411742,176.1918487610263,204.56288203213646,219.902272976831,234.5041360125911,265.38514329636547,288.26635189048733,303.5105779437063,322.2461659529301,341.52895208813726,356.16650195820057,363.38713809889845,366.43241462611195,366.0636506716443,361.6563266351889,350.1354269609458,332.53586984371003,316.67307199590056,300.9827605138906,275.0384319754034,250.43235972328978,226.73035394019257,201.81499579078363,176.0015189780754,158.0748325463929,141.53993265253834,120.74045605944144,104.35425130851728,90.53155082171223,77.1787269865671,64.12329343728268,55.35028000439225,47.53486329197321,38.613154716152415,31.921873284286807,27.157680904798525,22.708722228322543,18.230024523260496,15.018209435965007,12.888894989202447,10.581146370923468,8.915760770103581,7.779729878115737,6.923245854836939,6.24519600307456,6.007283774386001,6.048918414406501,5.626624208484313,5.388711979795759,5.311390505471981,5.245964642582629,5.138904139672779,4.98426119102522,4.68092309944731,4.6868709051645245,4.58575820797189,4.38948061930383,4.234837670656272,4.103985944877566,3.8541781047545833,3.693587350389809,3.4913619560045386,3.199919475861057,2.95605944145529,2.7359906299183767,2.5694520698363887,2.4861827897953956,2.3018008125617655,2.051992972438783,2.0282017495699276,1.9806193038322173,1.956828080963361,1.8616631894879394,1.796237326598587,1.7783939094469454,1.7129680465575923,1.6415943779510265,1.5285860693239635,1.4036821492624718,1.344204092090333,1.2371435891804836,1.1241352805534204,1.0170747776435711,0.9100142747337215,0.8624318289960105,0.8326928004099408,0.7613191318033747,0.7553713260861609,0.7434757146517329,0.6780498517623806,0.6899454631968082,0.6899454631968082,0.6364152117418835,0.6602064346107388,0.6423630174590974,0.5828849602869588,0.5947805717213864,0.5353025145492478,0.5234069031148201,0.529354708832034,0.4639288459426815,0.40445078877054286,0.4222942059221844,0.3449727315984042
35-59,,,,,,,1.5831511175898934,2.234572400388727,3.1860422740524794,4.0348639455782305,5.36139455782313,7.244594266277943,9.577866861030122,12.90998542274052,16.857993197278915,21.96276724975704,28.461188046647237,36.8072764820214,48.284135082604486,62.386418853255606,80.33011418853256,100.25176141885328,123.20153061224498,148.75698493683183,177.45110544217684,206.36631438289587,218.61698250728872,227.85137269193376,260.21319241982513,282.47600826044703,299.93015063168133,317.3842930029153,336.6426749271138,348.6327745383866,356.69855442176873,361.7717444120505,362.6166180758017,356.05108114674437,345.9757653061226,330.21926627793965,317.12372448979596,302.2278911564627,274.87609329446053,250.44976919339163,227.80004859086498,202.17353012633635,175.60738581146748,159.361333819242,144.3983843537415,122.45140913508259,104.03395286686099,89.939565111759,76.18470602526726,62.907555879494645,54.86546404275995,48.386783284742485,39.12870505344995,32.62633624878523,27.3991739552964,22.322035957240036,17.722606899902818,15.085337706511181,12.953413508260452,10.71884110787172,8.906705539358597,7.536746841593778,6.778729348882405,6.01281584062196,5.8785835762876575,5.9496477162293475,5.618015063168123,5.467990767735665,5.408770651117589,5.310070456754132,5.171890184645288,4.96659378036929,4.836309523809523,4.627065111758989,4.354652575315839,4.279640427599609,4.133564139941689,3.9795918367346936,3.797983479105928,3.722971331389697,3.5532069970845477,3.375546647230321,3.241314382896015,3.055758017492711,2.893889698736638,2.783345481049563,2.5780490767735667,2.4438168124392607,2.3411686103012643,2.17930029154519,2.120080174927113,2.0411200194363457,1.8318756073858113,1.6936953352769677,1.6265792031098154,1.555515063168124,1.437074829931972,1.358114674441205,1.251518464528668,1.2238824101068997,1.1962463556851308,1.0896501457725944,1.0541180758017492,1.0541180758017492,0.971209912536443,0.9396258503401357,0.8843537414965984,0.8290816326530611,0.7896015549076774,0.7540694849368319,0.7027453838678329,0.6711613216715256,0.6198372206025269,0.6316812439261418,0.6079931972789114,0.5764091350826045,0.4935009718172983,0.47376093294460625,0.48165694849368307,0.46586491739552954,0.4461248785228378,0.3948007774538386,0.31978862973760935
60-79,,,,,,,0.6732531272408572,0.9494595384165931,1.2947175523862635,1.7608158712453177,2.4599633495338997,3.3058454837595908,4.367513876716326,5.817597535388942,8.113563328287247,10.77205003585371,14.31094467904282,19.196345576713657,25.39372692746923,32.29888720686264,41.55180198124979,49.65673385918779,59.211749395798414,71.40798873927703,84.7004222771093,100.59092237006337,106.98682707885149,112.55411255411242,133.83063766499336,150.59291424322083,161.94327145247368,174.9681300294795,187.00900326667178,196.67622765782255,202.18309298063878,206.46429235386276,207.76764135659823,207.81943005869368,204.62579342947424,199.619552226914,193.68111438663564,188.7698191379171,176.91020635805887,164.99880487610523,151.61142538443133,136.5927017767507,119.87358245026944,110.58614187448534,100.41829336307858,85.31325525190547,73.09112155737915,63.53610602076856,54.39540010092153,45.24606273072527,39.134995883462096,34.292752237537485,27.6379040182721,23.04597243247548,19.61065519347726,16.15807505378056,13.128435981196708,11.005099195283234,9.434175231721234,8.243035083525873,7.3712585982524566,6.7670570738055345,6.464956311582074,6.19738135075558,6.4131676094866235,6.715268371710085,6.15422409900937,5.990226542373777,6.007489443072259,5.86075478713515,5.670862879451833,5.463708071070031,5.1702387591958106,5.083924255703394,4.859506546623109,4.8163492948769,4.712771890685998,4.471091280907229,4.186253419382251,4.203516320080736,3.910047008206515,3.6079462459830545,3.5475260935383623,3.4784744907444285,3.3403712851565603,3.3144769341088356,3.0727963243300658,2.934693118742198,2.9433245690914394,2.5980665551217688,2.3391230446445155,2.1923883887074056,2.01112793137333,1.9420763285793952,1.8384989243884944,1.71765861949911,1.7349215201975934,1.6313441160066924,1.5968183146097255,1.4846094600695825,1.4328207579741319,1.3724006055294395,1.27745465168778,1.1652457971476373,1.1307199957506706,1.0444054922582524,0.9926167901628021,0.8976708363211429,0.8113563328287253,0.7681990810825164,0.742304730034791,0.6387273258438902,0.578307173399198,0.5869386237484399,0.5869386237484396,0.5869386237484396,0.5696757230499562,0.5351499216529891,0.5955700740976815,0.5955700740976814,0.5524128223514727,0.5351499216529892,0.44020396781132987
80+,,,,,,,0.4903347477604902,0.8580858085808578,0.9806694955209804,1.3790664780763786,1.6548797736916543,2.175860443187175,2.788778877887788,3.5855728429985843,4.229137199434228,5.301744460160299,6.74210278170674,8.67279585101367,11.67609618104668,15.047147571900055,19.153701084394168,20.86987270155589,22.55539839698258,23.689297501178725,24.915134370579946,25.40546911834043,26.600660066006615,26.600660066006625,29.879773691654915,32.454031117397484,35.57991513437062,39.839698255539865,44.83498349834988,49.5851013672796,53.69165487977373,56.94012258368696,60.372465818010404,63.25318246110328,64.9080622347949,64.66289486091466,63.65157944365868,62.2725129655823,59.943422913719964,56.38849599245643,52.58840169731261,48.481848184818496,43.54785478547857,38.88967468175392,34.10891089108914,30.247524752475268,26.99905704856202,23.84252710985386,19.919849127769933,17.192362093352205,14.280999528524285,12.534181989627532,10.358321546440354,8.826025459688823,7.293729372937292,6.374351720886373,5.577557755775576,4.443658651579443,3.677510608203676,3.4323432343234312,3.677510608203676,3.9226779820839215,4.198491277699197,4.719471947194718,5.179160773220177,5.179160773220177,5.4243281471004225,5.638849599245638,5.822725129655821,5.884016973125882,5.853371051390852,5.975954738330974,6.25176803394625,6.190476190476189,5.822725129655821,5.546911834040546,5.485619990570484,5.148514851485147,4.872701555869871,4.84205563413484,4.81140971239981,4.688826025459687,4.566242338519564,4.535596416784535,4.5968882602545955,4.3823668081093805,4.045261669024044,3.677510608203676,3.524280999528523,3.462989156058462,3.125884016973125,2.758132956152757,2.5436115040075427,2.329090051862328,2.1452145214521443,2.1452145214521448,1.9000471475718996,1.6242338519566237,1.5016501650165015,1.4403583215464402,1.5629420084865628,1.5016501650165015,1.4710042432814705,1.5935879302215932,1.7468175388967462,1.8081093823668075,1.7161716171617156,1.5935879302215932,1.6242338519566237,1.348420556341348,1.164545025931164,1.011315417256011,0.8887317303158886,0.8887317303158886,0.8580858085808579,0.7048561999057048,0.7967939651107967,0.6742102781706741,0.5822725129655822,0.5209806694955209,0.5209806694955209,0.49033474776049024,0.4290429042904291
