run,susceptible_time,infection_time,diagnosis_time,hospitalization_time,recover_time,immunity_loss_time,death_time,icu_time,rehospitalization_time,vaccination_time,R_0,R_0_err,Last_infection_time,n_agents,infection_time_vaccinated_0,icu_time_vaccinated_0,death_time_vaccinated_0,hospitalization_time_vaccinated_0,diagnosis_time_vaccinated_0
66.0,10400.0,8673.0,2567.0,302.0,8614.0,0.0,59.0,108.0,0.0,0.0,1.4711538461538463,0.14262864217458007,2175.0,10400,8673,108,59,302,2567
93.0,10400.0,8561.0,2584.0,269.0,8499.0,0.0,60.0,122.0,0.0,0.0,1.8269230769230769,0.16703846811596418,2203.0,10400,8561,122,60,269,2584
31.0,10400.0,8704.0,2473.0,307.0,8616.0,0.0,81.0,113.0,0.0,0.0,1.2980769230769231,0.16102721028412298,2297.0,10400,8704,113,81,307,2473
34.0,10400.0,8702.0,2698.0,304.0,8619.0,0.0,70.0,115.0,0.0,0.0,1.25,0.12579099989058337,2436.0,10400,8702,115,70,304,2698
55.0,10400.0,8692.0,2530.0,298.0,8628.0,0.0,59.0,122.0,0.0,0.0,1.2692307692307692,0.15106713340725944,2332.0,10400,8692,122,59,298,2530
73.0,10400.0,8557.0,2454.0,277.0,8499.0,0.0,57.0,108.0,0.0,0.0,2.0576923076923075,0.15266301971066065,2280.0,10400,8557,108,57,277,2454
33.0,10400.0,8559.0,2553.0,269.0,8497.0,0.0,62.0,106.0,0.0,0.0,1.9326923076923077,0.17512634033132277,2112.0,10400,8559,106,62,269,2553
95.0,10400.0,8652.0,2518.0,280.0,8583.0,0.0,66.0,107.0,0.0,0.0,1.6057692307692308,0.1402935344503899,2200.0,10400,8652,107,66,280,2518
16.0,10400.0,8661.0,2474.0,257.0,8598.0,0.0,58.0,94.0,0.0,0.0,1.4423076923076923,0.13445525523521398,2312.0,10400,8661,94,58,257,2474
52.0,10400.0,8548.0,2492.0,270.0,8492.0,0.0,54.0,110.0,0.0,0.0,1.5865384615384615,0.13908546979991018,2236.0,10400,8548,110,54,270,2492
26.0,10400.0,8656.0,2512.0,260.0,8584.0,0.0,69.0,105.0,0.0,0.0,1.5192307692307692,0.13798721761024824,2056.0,10400,8656,105,69,260,2512
76.0,10400.0,8652.0,2517.0,286.0,8577.0,0.0,72.0,109.0,0.0,0.0,1.5384615384615385,0.13171690179566042,2401.0,10400,8652,109,72,286,2517
19.0,10400.0,8422.0,2502.0,251.0,8350.0,0.0,70.0,104.0,0.0,0.0,2.2884615384615383,0.16263850702161678,2352.0,10400,8422,104,70,251,2502
