,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95
0,0.6024869881527493,0.3218817695153745,0.09602755421417396,0.05364547146954555,0.05470048773957386,0.1309685200994962,0.2787186766687188,0.19456268456995207,0.0893947832544324,0.04896390649266894,0.02792209694899568,0.02551439807299183,0.023834561602418747,0.02042451423961841,0.011791210114200657,0.012817804566621592,0.012116228070175442,0.01267833522297808,0.010105595910680653,0.012574011085915849
5,0.3862581234184495,0.41285596867571495,0.34197910262500925,0.08525789197085493,0.036210567224540045,0.06662547341498205,0.2435600914995941,0.28617727270979415,0.16563524938890437,0.09933107692358313,0.04253277196315172,0.03442018774050024,0.02956538170823887,0.02577501828803912,0.014353063592129784,0.01540045566070803,0.014354752622296482,0.015095308956916095,0.01248346560846561,0.01560137944066515
10,0.11857315389924096,0.351891540382256,0.451372878474551,0.284686314200203,0.05586214113876501,0.03828754646317727,0.08729029484193902,0.18049174914636398,0.25001624431448993,0.18787994139750977,0.09804989314482988,0.047240682494588716,0.0348006424792139,0.0263048703803912,0.016153865998724155,0.020997634069400625,0.014601898264178967,0.015997614323507183,0.012696450990942526,0.015014802217183166
15,0.06927263054980444,0.09174490549037646,0.2977177299910575,0.4867905799618763,0.15336347487971366,0.059843628132970755,0.05172518112547625,0.08975915543866125,0.16663214749837554,0.23676909352049283,0.1759623624734384,0.09899133165734729,0.06335317460317462,0.03263694735048902,0.01593086669918822,0.01596142531670923,0.018404808317089023,0.015886007180650044,0.013165859564164653,0.01533761652809272
20,0.07872113670347367,0.04342644112798097,0.06510693210187048,0.17092023631375486,0.227998269633466,0.19501963486442245,0.08491413827101012,0.07648033272579059,0.10150366270614804,0.18579617619574082,0.2582942139904165,0.22412179834054832,0.1477362055933484,0.06963750225468975,0.02421936564223799,0.028419854622536003,0.020469576719576724,0.022369260204081632,0.01604396466684602,0.019479087931468894
25,0.21438977311939275,0.09088583601717658,0.050757962124599466,0.07586237707765485,0.22182746986844426,0.2757163585516839,0.15994723493669527,0.10428178256121558,0.09477696942974718,0.11616520571744449,0.16983150903245833,0.22347005208333334,0.20997842655580745,0.09006874924843673,0.035432067494715246,0.025099675779880825,0.02233535226956279,0.0242494567271353,0.01894589050309389,0.055047713529856414
30,0.35930472883597897,0.26165060554213637,0.09113229725575682,0.051638101695972084,0.07606357098898642,0.1259611026792302,0.242401429374448,0.17994741198320405,0.1071744755407036,0.0769946357827266,0.06576492395321505,0.0638918011964887,0.06631141345427062,0.04751570767195768,0.01657074374272956,0.016795447148365127,0.014279332590736103,0.020297737150415728,0.013979968164290202,0.015223450491307631
35,0.2909981021394066,0.35668471671075835,0.21862380882517332,0.10396346623198476,0.07948409201713583,0.09528003506257156,0.208775412216601,0.2561374315553093,0.16200899625607226,0.10729092632077702,0.08675646610773192,0.07541350070646946,0.07340372260015117,0.05510054663700498,0.020910728357536875,0.019247961627693492,0.026165819641696845,0.016549154383975816,0.01630739395569903,0.017077664399092973
40,0.16615769496204272,0.2565545982382486,0.37634487480438167,0.23984930321735878,0.13109612026247222,0.10761528401385635,0.15452643606627584,0.20133385435892723,0.2428198196107553,0.21217233524836135,0.14551035140433874,0.10863048265392021,0.0941991055681532,0.06616903784872533,0.023631476165459617,0.02427347779279955,0.026687668244685787,0.02120653817082388,0.022007555376199434,0.020624685059208874
45,0.08558039308718653,0.1446778729104363,0.2659427339499962,0.32047533870450534,0.2256497366486037,0.12403296865448266,0.10439070348956515,0.12538067552602436,0.19951644156688017,0.21656124963805312,0.1856353620594127,0.1425583964646465,0.1125204711514235,0.067427593143739,0.02210605150912479,0.020737360839884502,0.023303629443980317,0.026250118102796677,0.03448401488655725,0.020605001259763167
50,0.05274848314929836,0.06695829499271529,0.1500094315895372,0.2574264191741043,0.33905992742850755,0.19599413193785706,0.09637389361778069,0.10958047826688815,0.14789297704136878,0.20064319605675326,0.2660689931259551,0.24047475780874206,0.16281541320231796,0.09705045870410454,0.02600199194466334,0.021649099527648413,0.022501566416040092,0.027148289871504163,0.03545506008429738,0.02615583270345175
