,school,home,work,hospital,public
0,0.05622489959839357,0.6161790017211703,0.09236947791164658,0.009753298909925417,0.22547332185886404
0,0.05345572354211663,0.5928725701943844,0.132829373650108,0.013498920086393088,0.20734341252699784
0,0.0564,0.6008,0.0972,0.0088,0.2368
0,0.06544502617801047,0.6041884816753926,0.09738219895287958,0.0031413612565445027,0.22984293193717278
0,0.0592,0.64,0.0768,0.0336,0.1904
0,0.05271317829457364,0.6131782945736434,0.0937984496124031,0.0069767441860465115,0.23333333333333334
0,0.07107843137254902,0.6323529411764706,0.07107843137254902,0.0024509803921568627,0.22303921568627452
0,0.06003335186214564,0.6003335186214563,0.10339077265147303,0.006114508060033352,0.2301278488048916
0,0.06788021139166178,0.44122137404580153,0.20551967116852612,0.002935995302407516,0.2824427480916031
0,0.060651629072681706,0.6080200501253132,0.10175438596491228,0.009022556390977444,0.22055137844611528
0,0.049830672472181904,0.6066763425253991,0.1127237542331882,0.006773101112723754,0.223996129656507
0,0.06927710843373494,0.6129518072289156,0.0911144578313253,0.01430722891566265,0.21234939759036145
0,0.04866562009419152,0.6208791208791209,0.07456828885400314,0.018838304552590265,0.2370486656200942
0,0.06515957446808511,0.6150265957446809,0.1023936170212766,0.011968085106382979,0.20545212765957446
0,0.049019607843137254,0.6274509803921569,0.0784313725490196,0.0,0.24509803921568626
0,0.06948831332912192,0.6178142766898295,0.07264687302590019,0.011370814908401769,0.2286797220467467
0,0.06496062992125984,0.5862860892388452,0.10203412073490814,0.007217847769028871,0.239501312335958
0,0.05635148042024833,0.6131805157593123,0.10840496657115568,0.0038204393505253103,0.21824259789875836
0,0.04815133276010318,0.6122098022355976,0.10748065348237318,0.0025795356835769563,0.2295786758383491
0,0.06819490842068886,0.41861536689321505,0.21092040087547517,0.0031102407556733093,0.2991590830549476
0,0.038202247191011236,0.6224719101123596,0.08089887640449438,0.029213483146067417,0.2292134831460674
0,0.0581668625146886,0.6128084606345476,0.09165687426556991,0.007050528789659225,0.23031727379553465
0,0.06448598130841121,0.6345794392523364,0.07102803738317758,0.013084112149532711,0.21682242990654205
0,0.06417489421720733,0.5916784203102962,0.08991537376586742,0.005289139633286318,0.24894217207334274
0,0.06094420600858369,0.6489270386266094,0.0944206008583691,0.007725321888412017,0.18798283261802576
0,0.03296703296703297,0.5989010989010989,0.10989010989010989,0.0027472527472527475,0.2554945054945055
0,0.054223149113660066,0.6381647549530761,0.08029197080291971,0.01564129301355579,0.2116788321167883
0,0.05884425651867512,0.4429175475687104,0.21200375851538641,0.004933051444679351,0.2813013859525487
0,0.04257703081232493,0.6173669467787115,0.10252100840336134,0.010644257703081233,0.226890756302521
0,0.07002457002457002,0.6056511056511057,0.09029484029484029,0.006756756756756757,0.22727272727272727
0,0.06319514661274014,0.6112234580384226,0.0884732052578362,0.006066734074823054,0.23104145601617795
0,0.05247670426679745,0.6066699362432565,0.10593428151054439,0.009318293281020108,0.22560078469838157
0,0.06760886172650879,0.6016042780748663,0.10771581359816654,0.006875477463712758,0.21619556913674562
0,0.07535321821036106,0.6138147566718996,0.07639979068550497,0.003663003663003663,0.23076923076923078
0,0.06775035595633602,0.43984337921215,0.20942097769340295,0.0033222591362126247,0.2796630280018984
0,0.058166862514688604,0.6116333725029377,0.09106933019976499,0.00881316098707403,0.23031727379553465
