,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95
0,0.6045944041867954,0.32352008209684846,0.09591096928794994,0.05355250031175956,0.0545709849901693,0.130507840770955,0.2787809943164074,0.19377982438938104,0.08958004579349614,0.048944061109794934,0.02779261877363144,0.02545215924122175,0.023671737213403873,0.020495912748516906,0.011803913842920935,0.012794593827716855,0.012097082985240875,0.012513581821617534,0.010149033718948968,0.012837773998488294
5,0.388224098516218,0.41404123293842493,0.3426138427788956,0.08521892202447756,0.03628587113764607,0.0664738532641919,0.24384128768614433,0.28627616663590466,0.16598914338314932,0.09956860456316304,0.042360578357413796,0.03415185617334055,0.02956270471151425,0.02585408900513068,0.014521730021138997,0.01522833108006609,0.01436084424023021,0.01504688681027967,0.012469453412250026,0.015128968253968254
10,0.11842919685990337,0.3525446788014721,0.4523762948058723,0.2862821335043558,0.05563348199299861,0.03812428856004553,0.08735066070647855,0.1809881413805832,0.2503631764596676,0.18818451147042567,0.09798320379807719,0.0468119391459235,0.034853395061728396,0.026314421496713165,0.01611008699513428,0.020875582094036355,0.014432493270212565,0.01602832105064248,0.012933257106985925,0.015471466364323503
15,0.06915257648953299,0.09170297043938347,0.2993865973619494,0.4888776989471432,0.15317540242011538,0.059806299493384486,0.05163595675294666,0.08974677867755627,0.16706387883288473,0.23651274875621897,0.17570321585353232,0.09858290400282586,0.0635191484001008,0.03252045504649672,0.015879660900346478,0.015719668519353056,0.018241785018100806,0.015851166855631142,0.013518966908797421,0.014987244897959178
20,0.07853476535541751,0.043516751255655246,0.0648404314777554,0.1707106336735966,0.2279390755127159,0.19503478590048973,0.08502051045263521,0.07637266692045039,0.10122161112658189,0.18552574429440105,0.25826976440109356,0.2233667121362434,0.147509448223734,0.0695095799262466,0.0242328511388795,0.028316840668969997,0.0202807365636313,0.022293674414210124,0.01574550488745404,0.018585443436633927
25,0.21363566108810686,0.09067900635495742,0.05054153043259557,0.07581505642848238,0.22184470359980188,0.2754590105187716,0.1594726728053035,0.10383946355512484,0.09442761997586553,0.11602299761115059,0.16956151706942849,0.22313783763979075,0.2101300705467373,0.08996431327160491,0.03524796114926139,0.02488425925925927,0.02222512299266685,0.024263038548752832,0.01901455026455027,0.054827254976064506
30,0.3593850644122383,0.26195268767732544,0.09119532006855946,0.051549027532823845,0.07615885603989835,0.1255873771229017,0.24264038339712882,0.17928086932447398,0.10710514712707697,0.0767056952341467,0.06556704400849969,0.0637234040554353,0.06613079491055682,0.04738966425164342,0.01653243711458841,0.01662645210555305,0.014388981713543109,0.020417020975056686,0.013500751053717161,0.014963624338624337
35,0.2898272156084657,0.3568079758070699,0.21922507265817126,0.10394913085885309,0.0793721976454227,0.09487589764399192,0.20800208785031712,0.25579112256982867,0.1615303691327083,0.10723097886888311,0.08682191870483012,0.07517934178090425,0.07304232804232806,0.05505388708513709,0.020746557094074823,0.019174156693872776,0.026215132739255537,0.01662592120181405,0.016570823244552054,0.017057980599647273
40,0.16650204163791116,0.25710274926194315,0.3768671054102393,0.2404707346836977,0.13073183914384814,0.10721861232319395,0.15442647688642633,0.2007390488495142,0.2426637581608342,0.21246137862275927,0.14515445290761744,0.10824002205838142,0.09403754094230288,0.06596032247073914,0.023605286940097808,0.023911494583813187,0.02639411027568923,0.02091364323507181,0.021899661465339417,0.020853017132779053
45,0.08554570680929376,0.14502383708112873,0.2663738507433489,0.320128367003367,0.22532129669591908,0.12388112892345958,0.10399895272892751,0.1253106206549157,0.19978824375754203,0.21663692944010116,0.18567056185727068,0.14187470876924,0.11214852607709751,0.0673519670915504,0.022145726231128118,0.020716758049171297,0.023215736099508024,0.026217049319727886,0.034528853914447134,0.020305807508188466
50,0.05250388198757766,0.06668721484165324,0.14990740158543855,0.25704729726720466,0.3390278327259067,0.195682547587428,0.09608391440705939,0.1096631502245601,0.14753125096692352,0.20068124160941325,0.2656108249462678,0.24023918970208027,0.1625577916351725,0.0970730056016514,0.026096194979173714,0.02142977108473954,0.02230837510442774,0.027250448790627366,0.03563161375661375,0.025537761400856628
55,0.0389528697952611,0.043555990481941566,0.058020431617482666,0.11683899733668253,0.2375380141146758,0.20861757994477118,0.0756513936846989,0.07692769856650679,0.08912394798725205,0.12422860071336439,0.194624153682698,0.25602143082611833,0.2105026455026455,0.1029056061608145,0.0278551728019813,0.02384342713601389,0.02484016754850089,0.0251553051776266,0.01903977221773832,0.019660178886369364
60,0.027016656602254437,0.028116702850624956,0.03221484578768909,0.05614066146473554,0.11698256845537817,0.14650502926565342,0.05854749971002083,0.05573724160206716,0.057742349701414,0.07323131366974649,0.09820810196601336,0.15697995580808083,0.19665595867976815,0.15262386388688473,0.06667874498104996,0.03392523325488626,0.01836825860948668,0.023632960128495833,0.011774448479956963,0.01284564751826657
65,0.02352574332873246,0.02472999817882064,0.024461293222296728,0.028907071152441524,0.05543966495628124,0.06308254635777875,0.04219518166082248,0.042250657530454046,0.04073339212228102,0.04423114256758535,0.05898106669467426,0.07717920462061086,0.15349600025195265,0.22050490019240013,0.20518202684278328,0.1032158087560296,0.03079689965654876,0.03595049130763415,0.015375582907362568,0.016290312421264802
