run,susceptible_time,infection_time,diagnosis_time,hospitalization_time,recover_time,immunity_loss_time,death_time,icu_time,rehospitalization_time,vaccination_time,R_0,R_0_err,Last_infection_time,n_agents,infection_time_vaccinated_0,icu_time_vaccinated_0,death_time_vaccinated_0,hospitalization_time_vaccinated_0,diagnosis_time_vaccinated_0
74.0,10400.0,7490.0,2280.0,241.0,7430.0,0.0,57.0,99.0,0.0,0.0,1.6730769230769231,0.1474467206037026,2449.0,10400,7490,99,57,241,2280
77.0,10400.0,13.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.2083086770419477,780.0,10400,13,0,0,0,3
15.0,10400.0,7521.0,2219.0,225.0,7474.0,0.0,45.0,82.0,0.0,0.0,1.8365384615384615,0.14849919906033268,2492.0,10400,7521,82,45,225,2219
7.0,10400.0,7474.0,2113.0,207.0,7419.0,0.0,52.0,74.0,0.0,0.0,1.7307692307692308,0.1553326246401235,2492.0,10400,7474,74,52,207,2113
31.0,10400.0,7388.0,2151.0,225.0,7331.0,0.0,39.0,84.0,0.0,0.0,1.5384615384615385,0.13862325631909228,2737.0,10400,7388,84,39,225,2151
34.0,10400.0,7478.0,2198.0,220.0,7365.0,0.0,58.0,90.0,0.0,0.0,1.4711538461538463,0.13315043599312346,3014.0,10400,7478,90,58,220,2198
72.0,10400.0,7460.0,2205.0,245.0,7397.0,0.0,46.0,98.0,0.0,0.0,1.5096153846153846,0.13526396089294232,2656.0,10400,7460,98,46,245,2205
51.0,10400.0,7458.0,2240.0,246.0,7279.0,0.0,57.0,93.0,0.0,0.0,1.6923076923076923,0.15035241342253103,2867.0,10400,7458,93,57,246,2240
81.0,10400.0,7426.0,2216.0,230.0,7368.0,0.0,53.0,94.0,0.0,0.0,1.875,0.13435841792020112,2267.0,10400,7426,94,53,230,2216
69.0,10400.0,7342.0,2165.0,206.0,7308.0,0.0,34.0,83.0,0.0,0.0,1.9038461538461537,0.1449416139881932,2230.0,10400,7342,83,34,206,2165
42.0,10400.0,7266.0,2103.0,198.0,6792.0,0.0,46.0,82.0,0.0,0.0,1.7211538461538463,0.1461841828112329,2992.0,10400,7266,82,46,198,2103
8.0,10400.0,7452.0,2216.0,246.0,7367.0,0.0,46.0,79.0,0.0,0.0,1.3846153846153846,0.1276750305487857,2714.0,10400,7452,79,46,246,2216
44.0,10400.0,7379.0,2210.0,257.0,7318.0,0.0,60.0,97.0,0.0,0.0,1.8173076923076923,0.15323522743963616,2412.0,10400,7379,97,60,257,2210
